data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_abs,selection_score
WA_81,8-Jul-23,@WAChildrens...,"Podcast Hour 1: Dr. Lindsay & CC Blakeman explain how the C19 shots are contaminated gene therapy full of unintended consequences. WeThePeople50 offer to help localities Recall the Shots.

Hour 2: The WA chapter of CHD launched on 7/7. Here how the chapte.",43,"@) CHD - Washington St... @ @WAChildrens... -Jul8,2023 (J -+ Podcast Hour 1: Dr. Lindsay & CC Blakeman explain how the C19 shots are contaminated gene therapy full of unintended consequences. WethePeople50 offer to help localities Recall the Shots. Hour 2: The WA chapter of CHD launched on 7/7. Here how the chapte. https://live.childrenshealthdefense.org/chd-tv/shows/an-informed- life-radio-with-bernadette-pajer/tenacity--truth-are-winning/... AN) INFO ee iM ( j g Nay ee - c) te 4 =D > e , Tenacity & Truth 1 WA Are Winning jUESTS gy /JANCI LINDSAY, PH:D + CAROLYN BLAKEMAN fo) a 9 tht 20 AN &","A promotional image for a radio show called 'An Informed Life RADIO' hosted by Bernadette Pajer. The image has a dark blue background with green accents and features the show title and tagline 'Tenacity & Truth Are Winning'. The image shows three women, with the host on the right side and two guests labeled as 'JANCI LINDSAY, PH.D. + CAROLYN BLAKEMAN'. The CHD TV logo appears in the bottom right corner.","radio show, program hosts, guests",True,,WA,"{('shots', 'c19'): 5.754887502163468, ('shots', 'contaminated'): 5.754887502163468, ('shots', 'gene'): 5.754887502163468, ('shots', 'localities'): 5.754887502163468, ('shots', 'recall'): 5.754887502163468, ('shots', '.'): 2.3625700793847084, ('shots', 'hour'): 4.754887502163468, ('shots', '2'): 5.754887502163468}",41.64678259452899,0,3,K+ (high certainty),2.083333333333333,0.9445,0.122,0.0,0.878,0.9445,5.2015
WA_53,1-Feb-24,@HealthRightsMA,"""Coronavirus genetic vaccines are dangerous gene therapies sold with lies. Almost everything that they told us about these gene therapies is a lie.""

Listen to Dr. Janci Chunn Lindsay's Testimony for the Massachusetts Legislature regarding the COVID-19 Vaccine and it's dangers.
Show more",46,"tl CHD - Washington State reposted HealthRightsMA @ @HealthRightsMA - Feb 1, 2024 [Jove ""Coronavirus genetic vaccines are dangerous gene therapies sold with lies. Almost everything that they told us about these gene therapies is a lie."" Listen to Dr. Janci Chunn Lindsay's Testimony for the Massachusetts Legislature regarding the COVID-19 Vaccine and it's dangers. Show more PS ’ a] q ae i a ~~ ft Dr. Janci Chunn Lindsay —_ Ph.D. in Biochemistry and Md bgy RIGHTSED Il 0:06/9:38 dx } Yj _7 © 36 1541 QO 754 tlt 47K At","The image shows a video screenshot of a person wearing glasses speaking in what appears to be a video testimony. The video has a lower banner with text identifying the speaker as Dr. Janci Chunn Lindsay, Ph.D. in Biochemistry and Molecular Biology. The video player shows it's at 0:06 of 9:38 total length.","person speaking, video interface",True,,WA,"{('vaccines', '""'): 5.451211111832329, ('vaccines', 'coronavirus'): 6.451211111832329, ('vaccines', 'genetic'): 6.451211111832329, ('vaccines', 'dangerous'): 6.451211111832329, ('vaccines', 'gene'): 5.451211111832329, ('vaccine', 'covid'): 6.451211111832329, ('vaccine', '-'): 5.451211111832329, ('vaccine', '19'): 6.451211111832329, ('vaccine', ""'""): 5.451211111832329}",54.06090000649096,0,2,K+ (high certainty),1.449275362318841,-0.969,0.0,0.148,0.852,0.969,5.155391304347826
WA_49,20-Feb-24,@WAChildren...,"Dr. Reni Moon, former Washington pedicatrician, now co-hosts TwoDocs (2docs) every Sunday with Dr. James Thorp, famous for pointing our jab dangers during pregnancy.

Their second show: A Vaccine Fatality Story on Worldview Weekend Broadcast Network
https://worldviewweekend.com/tv/video/vaccine-fatality-story...",45,"@) CHD - Washington S... @ @WAChildren... -Feb 20,2024 (J ++ Dr. Reni Moon, former Washington pedicatrician, now co-hosts TwoDocs (2docs) every Sunday with Dr. James Thorp, famous for pointing our jab dangers during pregnancy. Their second show: A Vaccine Fatality Story on Worldview Weekend Broadcast Network & OO ames Ole 7 a “ 4 4 g Ly ) \ TWO Docs TWO o) ra 9 tht 49 Qs",A screenshot of a video broadcast showing a panel discussion with multiple participants in a video conference format. The screen is divided into sections showing different speakers. The broadcast has 'LIVE' indicator in the top left corner and 'TWO DOCS' text at the bottom. The background features Worldview Weekend logos.,"video broadcast, panel discussion, video conference",True,,WA,"{('jab', 'pointing'): 6.330916878114618, ('jab', 'dangers'): 6.330916878114618, ('jab', 'pregnancy'): 6.330916878114618, ('vaccine', 'show'): 5.745954377393461, ('vaccine', ':'): 5.160991876672305, ('vaccine', 'fatality'): 5.745954377393461, ('vaccine', 'story'): 5.160991876672305, ('vaccine', '/'): 4.424026282506098, ('vaccine', '-'): 4.160991876672305}",49.39166130165379,0,2,K+ (high certainty),1.851851851851852,-0.9153,0.03,0.128,0.842,0.9153,5.108377777777777
WA_76,25-Jul-23,@WAChildren...,"In December of 2022, Dr. Renate Moon testified at a Senator Ron Johnson roundtable about what she's seeing in patients after COVID shots. #Myocarditis It took some time, but Washington State University finally fired her on June 29th for participating, even though she helped found",46,"CHD - Washington St... @ @WAChildren... «Jul 25,2023 (J - NW/ In December of 2022, Dr. Renate Moon testified at a Senator Ron Johnson roundtable about what she's seeing in patients after COVID shots. #Myocarditis It took some time, but Washington State University finally fired her on June 29th for participating, even though she helped found Show more a . (} ZZ \ Washington, p.c. @) | . v4 “ // 2g | ae \¥ Ss ; (Ue \ ~ A. Renata Ny o) 1 O2 it 93 Qs","The image shows a formal hearing or roundtable setting in Washington, D.C. A person in professional attire is holding up a large white document or chart while seated at what appears to be a testimony table. There's a microphone visible, and another person is seated nearby. The setting appears to be an official government meeting room.","hearing, document, microphone, meeting room",True,,WA,"{('shots', 'patients'): 6.434628227636725, ('shots', 'covid'): 6.434628227636725, ('shots', '.'): 3.5277376320282063, ('shots', '#'): 6.434628227636725, ('shots', 'myocarditis'): 6.434628227636725}",29.26625054257511,0,1,Neutral,0.819672131147541,-0.8957,0.0,0.069,0.931,0.8957,4.914350819672131
WA_39,27-Mar-24,@AaronSiriSG,"TODAY IS LAST DAY. West Virginia's Governor decides the fate of the new school vaccine exemption today. From an insider: ""Don't let up with those calls!!! Keep pounding those calls HARD!!!"" Our calls are being tallied. This is our last day! Please keep up the good work calling",50,"tl CHD - Washington State reposted f Aaron Siri @ @AaronSiriSG - Mar 27, 2024 [Jove TODAY IS LAST DAY. West Virginia’s Governor decides the fate of the new school vaccine exemption today. From an insider: “Don’t let up with those calls!!! Keep pounding those calls HARD!!!"" Our calls are being tallied. This is our last day! Please keep up the good work calling Show more © 34 TQ 206 OQ 544 il 51K Ns",A profile picture showing a person in formal attire against a dark background,person in formal attire,True,,WA,"{('vaccine', 'new'): 6.321928094887362, ('vaccine', 'school'): 6.321928094887362, ('vaccine', 'exemption'): 6.321928094887362, ('vaccine', 'today'): 5.321928094887362, ('vaccine', '.'): 4.7369655941662066}",29.02467797371565,0,1,Neutral,0.8130081300813009,0.8075,0.087,0.032,0.881,0.8075,4.736951219512195
WA_36,21-Jun-24,@McCulloughF...,"BREAKING - Our groundbreaking study that was censored by the Lancet preprint server, titled ""A Systematic Review of Autopsy Findings in Deaths After COVID-19 Vaccination"", has been peer-reviewed and published! Truth and fact will always prevail over censorship and deception.",41,A Systematic Review of Autopsy Findings in Deaths After COVID-19 Vaccination,"A screenshot of a scientific paper titled 'A Systematic Review of Autopsy Findings in Deaths After COVID-19 Vaccination' published in Forensic Science International. The image shows the title page and several figures including a PRISMA flow diagram, a pie chart showing proportion of cases by affected organ system, a bar chart showing number of affected organ systems by cases, and a histogram showing distribution of time from last vaccine administration to death among cases.","scientific paper, charts, graphs, medical research",False,,WA,"{('vaccination', 'covid'): 4.977279923499917, ('vaccination', '-'): 3.9772799234999168, ('vaccination', '19'): 4.977279923499917}",13.93183977049975,0,4,K+ (high certainty),7.547169811320755,-0.3595,0.042,0.087,0.871,0.3595,4.637443425798064
WA_34,8-Jul-24,@Kevin_McKernan,"What a bomb shell.
@CanningPharm sent this to me.",9,"tioned raw materials at risk before clinical outcomes and continuing to work closely with the vendors to forecast potential future supply needs.

Leveraging drug-substance mRNA manufacturing platforms (plasmid DNA template)
One critical starting material for mRNA manufacturing is the DNA template encoding the antigen [15]. At Pfizer, we utilized prior plasmid DNA (pDNA) manufacturing technology expertize from Pfizer's Gene Therapy Program. This involved quickly screening all four plasmids for each vaccine candidate in parallel in five separate E. coli cell lines that were available. These transfected cell lines were quickly screened in small-scale shake flasks for favorable DNA topology (i.e. high supercoiled DNA, low open circle, and linear DNA) and titer to narrow down to the top two lead cell lines. These top two pDNA cell-line leads were then scaled-up in lab-scale bioreactors and the pDNA was purified, linearized, and analyzed to select the top cell line based on best DNA-topology attributes, cell growth, and titer. A master cell bank (MCB) and working cell bank were then prepared at risk for each of the top lead cell lines for each of the four potential vaccine candidates. Pfizer's existing large-scale pDNA manufacturing facility in Chesterfield, MO, was utilized to initially manufacture DNA template before the eventual tech transfer to a new DNA template manufacturing facility built at Pfizer's facility in Andover, MA.","A screenshot of text describing Pfizer's mRNA manufacturing process, specifically focusing on the DNA template production for their vaccine. The text details how they screened plasmids using E. coli cell lines, evaluated DNA topology, and scaled up production at facilities in Chesterfield, MO and Andover, MA.","scientific text, technical information, vaccine manufacturing process",False,,WA,"{('mrna', 'manufacturing'): 5.832890014164741, ('pfizer', '.'): 3.4543783909110117, ('pfizer', ""'""): 6.154818109052104, ('pfizer', 'facility'): 5.569855608330948}",21.01194212245881,0,0,Neutral,0.0,0.6705,0.076,0.054,0.869,0.6705,4.341
WA_35,8-Jul-24,@wearevaxx...,"🎉 We are LIVE! Find your nearest screening and book your 'Vaxxed III: Authorized To Kill' ticket with our interactive map. Be sure to share your local screening with friends and family!🙌

Screenings should show up on the map after 15-20 seconds.",42,"tl CHD - Washington State reposted wees Vaxxed Ill: Authorized To K... @wearevaxx... -Jul8,2024 (J «= <» 3 Weare LIVE! Find your nearest screening and book your “Vaxxed Ill: Authorized To Kill’ ticket with our interactive map. Be sure to share your local screening with friends and family!w® Screenings should show up on the map after 15-20 seconds. ATOMMEY BURROWES PRODUCTION FOR CHILDREN'S HEALTH DEFENSE FILMS LLC AUTHORIZED TO KILL. . or ee Vaxxed 3 ~ From vaxxed3.childrenshealthdefense.org Oa 158 07s tht 3.2K As","A promotional poster for the film 'Vaxxed III: Authorized To Kill'. The image shows a dark, ominous background with fog or smoke, and what appears to be a vehicle (possibly a truck or van) with headlights visible through the mist. The title 'VAXXED III' appears in large text with 'AUTHORIZED TO KILL' underneath. The poster has a dark, dramatic aesthetic with red accents in the title.","film poster, vehicle, fog/smoke",False,,WA,"{('vaxxed', 'book'): 5.409390936137702, ('vaxxed', ':'): 5.409390936137702, ('vaxxed', 'authorized'): 4.994353436858858, ('vaxxed', 'ill'): 5.409390936137702}",21.22252624527196,0,2,K+ (high certainty),1.5625,0.3753,0.137,0.101,0.761,0.3753,3.984975
WA_52,7-Feb-24,@WAChildrens,"WA GOP Adopts Informed Consent Resolution; Recap of a UW public health misinfo webinar without the correct misinfo; Upcoming events: WCRC town hall and Vax/Unvax bus stops. Read Informed Choice Washington Weekly News 2-7-24, by @InformedWa",39,"@) CHD - Washington St... @ @WAChildrens... «Feb 7, 2024 (J - WA GOP Adopts Informed Consent Resolution; Recap of a UW public health misinfo webinar without the correct misinfo; Upcoming events: WCRC town hall and Vax/Unvax bus stops. Read Informed Choice Washington Weekly News 2-7-24, by @InformedWa https://open.substack.com/pub/informedchoicewa/p/informed-choice- washington-weekly?r=17sfvk&utm_campaign=post&utm_medium=web... __————— \ > Pa in =, se er = SE a > a” i ’ i p i = \ & aN FJ ¥ =e. oe) 6 Uy, o) ra) QO2 il 20 Nt","The image shows a group of five people standing together at what appears to be the Washington State Republican Party Winter State Committee Meeting in Longview, WA, from January 2024. The person in the center is holding what looks like a document or resolution. Behind them is a projection screen displaying the Washington State Republican Party logo and meeting information.","group of people, meeting, document, projection screen",True,,WA,"{('vax', 'town'): 6.672425341971495, ('vax', 'hall'): 6.672425341971495, ('vax', '/'): 4.672425341971495, ('vax', 'unvax'): 6.672425341971495, ('vax', 'bus'): 6.672425341971495}",31.36212670985748,0,0,Neutral,0.0,0.4588,0.058,0.026,0.916,0.4588,3.9176
WA_07,24-Mar,@KanthakKarl,"New Substack: Thimerosal Flu Vaccines are ""Hazardous Waste"". Guidance for disposing unused vials not administered to patients.",17,"Text about thimerosal flu vaccines being classified as hazardous waste, with guidance on disposal requirements. The image includes a table showing thimerosal content of FDA-approved seasonal influenza vaccines.",A screenshot showing guidance text about disposal of thimerosal-containing flu vaccines and a table listing various FDA-approved seasonal influenza vaccines with their thimerosal concentration levels. The table highlights vaccines with 0.01% thimerosal content in yellow.,"vaccine information, disposal guidelines, data table",False,,WA,"{('vaccines', 'thimerosal'): 3.6114347120823473, ('vaccines', 'flu'): 4.196397212803504}",7.807831924885852,0,0,Neutral,0.0,-0.8689,0.0,0.208,0.792,0.8689,3.29936638497717
