data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu
MN_67,3-Mar-24,@ChildrensHD,I Broke My Father Out Of Hospital Before They Killed Him,11,"TQ Children's Health Defense - Minnesota reposted Children’s Health Defense @ @ChildrensHD - Mar 3, 2024 +» i) | Broke My Father Out Of Hospital Before They Killed Him https://x.com/i/broadcasts/1ZkkzjwjvnNkv... O 34 1 436 © 992 ih 19K As","The image shows a logo or profile picture for Children's Health Defense, which appears to be a stylized globe with silhouettes of what look like people or figures on it.","globe, silhouettes",False,,MN,,0.0,0,0,Neutral,0.0,-0.9274,0.049,0.237,0.714
MN_68,2-Mar-24,@P_McCull...,"You can tell among colleagues who is in the false narrative, a form of mass formation--when a topic is broached such as safety and efficacy, the response is ""I don't want talk about it."" Medical orthodoxy must face the consumer product safety disaster of COVID-19 vaccination.",49,"TV Children's Health Defense - Minnesota reposted g Peter A. McCullough, M... @ @P McCullL... -Mar2,2024 (J + You can tell among colleagues who is in the false narrative, a form of mass formation--when a topic is broached such as safety and efficacy, the response is ""I don't want talk about it."" Medical orthodoxy must face the consumer product safety disaster of COVID-19 vaccination. > ia ° ; d ' ~~ = if 0:59 | | - : fo) _— O54 tl 13k © 3.6K ih 111K A &",The image shows a person in a dark suit speaking at what appears to be a conference or panel discussion. They are seated and holding a microphone while gesturing with their other hand. The background has purple lighting. There's a timer showing 0:59 in the bottom left corner of the image.,"speaker, microphone, stage, panel discussion",True,,MN,"{('vaccination', 'covid'): 6.515699838284043, ('vaccination', '-'): 4.345774836841731, ('vaccination', '19'): 6.515699838284043, ('vaccination', '.'): 3.9307373375628862}",21.3079118509727,0,2,K+ (high certainty),1.538461538461539,0.2631,0.085,0.071,0.844
MN_69,26-Feb-24,@ChildrensHD,"Flu Vaccine, Covid Shots & Cell Tower Exposure https://x.com/i/broadcasts/1owxWYqlYjGQ...",13,"{1 Children's Health Defense - Minnesota reposted wy Children’s Health Defense % @ChildrensHD : Feb 26,2024 +» wd Flu Vaccine, Covid Shots & Cell Tower Exposure https://x.com/i/broadcasts/10wxwyqlyjjGQ... O3 toa O 152 ih 6.2K A Ss","A small profile icon showing a globe with silhouettes of what appear to be people on it, representing the Children's Health Defense organization","globe, silhouettes",False,,MN,"{('vaccine', 'flu'): 5.442943495848728, ('vaccine', ','): 4.857980995127572, ('vaccine', 'covid'): 5.442943495848728, ('vaccine', 'shots'): 5.442943495848728, ('shots', 'vaccine'): 5.442943495848728, ('shots', ','): 4.857980995127572, ('shots', 'covid'): 5.442943495848728, ('shots', '&'): 5.442943495848728, ('shots', 'cell'): 5.442943495848728, ('shots', 'tower'): 5.442943495848728}",53.25950995704498,0,0,Neutral,0.0,0.128,0.132,0.102,0.766
MN_07,17-Sep-24,@SaiKate108,"RFK jr highlights a study done on the unvaccinated Amish Community.

According to trends at the time there should have been about 2000 autism cases.

Yet they only found 3.

All of them adopted by the Amish after receiving their vaccines.",41,"tQ Children's Health Defense - Minnesota reposted (8) Kat A # @ @SaiKate108 - Sep 17, 2024 Bown {} RFK jr highlights a study done on the unvaccinated Amish Community. According to trends at the time there should have been about 2000 autism cases. Yet they only found 3. All of them adopted by the Amish after receiving their vaccines. TPACTION.COM/CHASE & | 1 Ee } Hi)! f 1} . q | A Tio » | iS y - sh [RNIN a a.) r. MAKE AMERICA HEALTHY AGAIN EC eyecny BREEZE UI CIR. BIR, CALLEY MEANS diptad ® © 573 T1 16K QO 51k tht 2.5M ns",The image shows two people at what appears to be a Turning Point Action event. They are seated on a stage with a blue backdrop featuring the Turning Point Action logo. The banner at the bottom reads 'MAKE AMERICA HEALTHY AGAIN' and there's a timestamp of 1:21. The image appears to be from a video clip.,"speakers, stage, event backdrop",True,Two speakers at a Turning Point Action event,MN,"{('vaccines', 'receiving'): 6.475733430966398, ('vaccines', '.'): 4.25334100962995}",10.72907444059635,0,0,Neutral,0.0,0.6399,0.035,0.0,0.965
MN_70,26-Feb-24,@jeffreyatucker,"Wow, this is just devastating and true.",7,"Bret Weinstein: Every Public Truth-Seeking Institution Is Under Simultaneous Assault

Dr. Bret Weinstein's message is a wake-up call.
...
Show more","The image shows what appears to be a congressional hearing or testimony in Washington, D.C. Two people in formal attire are seated at what looks like a witness table. The person in focus is identified by a lower-third graphic as 'BRET WEINSTEIN, PHD, FORMER PROFESSOR OF EVOLUTIONARY BIOLOGY'. The setting appears to be an official government building. A timestamp of 3:15 is visible in the corner of the image.","congressional hearing, testimony, formal setting",True,Bret Weinstein,MN,,0.0,0,3,K+ (high certainty),10.0,-0.3612,0.171,0.209,0.62
MN_71,27-Feb-24,@C...,,0,IF YOU BELIEVE VACCINES SAVE LIVES I HAVE 40 QUESTIONS FOR YOU [followed by 40 numbered questions about vaccines],"The image shows a black background with white text listing 40 questions about vaccines. The questions cover topics like vaccine ingredients, safety studies, compensation programs, side effects, and various medical terms related to vaccines. At the top is the statement 'IF YOU BELIEVE VACCINES SAVE LIVES I HAVE 40 QUESTIONS FOR YOU' and at the bottom it says 'RESEARCH.'","text, vaccine questions, anti-vaccine content",True,A person in a profile picture,MN,,0.0,1,0,Neutral,5.0,0.6037,0.171,0.0,0.829
MN_72,27-Feb-24,@HighWireTalk,Are self-spreading v*ccines a good idea?,8,"1 Children's Health Defense - Minnesota reposted The HighWire @ @HighWireTalk - Feb 27, 2024 ffir Are self-spreading v*ccines a good idea? Full segment with @AaronSiriSG : https://bit.ly/FirstBatchSiri x — - - nate VACCINE & CIVIL RIGHTS ATTORNEY = 0:33 O14 95 © 144 thi 5.4K (A)","The image shows a video screenshot of a person wearing glasses and a dark suit with a tie against a blue background. The video has a timestamp of 0:33 and includes text overlays reading 'HEALTHY PARTS' in yellow and 'AARON SIRI, Esq.' with 'VACCINE & CIVIL RIGHTS ATTORNEY' in smaller text below.","person in suit, video interface",True,Aaron Siri,MN,,0.0,0,0,Neutral,0.0,0.7691,0.133,0.0,0.867
MN_73,26-Feb-24,@ChildrensHD,What are Federal Health Agencies and the COVID Cartel Hiding? | Feb. 26 https://x.com/i/broadcasts/1mrGmyWpozgGy...,18,"TQ Children's Health Defense - Minnesota reposted ta Children’s Health Defense @ @ChildrensHD : Feb 26,2024 -+- i) What are Federal Health Agencies and the COVID Cartel Hiding? | Feb. 26 https://x.com/i/broadcasts/1mrGmyWpozgGy... © 23 TQ 307 9 441 thi 13K A 4","The image shows a logo or profile picture for Children's Health Defense, which appears to be a stylized globe or earth with silhouette figures that seem to represent people or family members.","globe, silhouette figures",False,,MN,,0.0,0,0,Neutral,0.0,-0.4137,0.05,0.08,0.87
MN_74,26-Feb-24,@P_McCull...,"Why do doctors think the COVID-19 vaccines still work when they obviously failed. I explain to a huge TLC crowd outside Philadelphia earlier this month. Because they took the novel genetic products with only two months of data, they developed a firm, fixed false belief system.",47,"T Children's Health Defense - Minnesota reposted ) Peter A. McCullough, M... @ @P McCull... - Feb 26,2024 (J «++ 4 Why do doctors think the COVID-19 vaccines still work when they obviously failed. | explain to a huge TLC crowd outside Philadelphia earlier this month. Because they took the novel genetic products with only two months of data, they developed a firm, fixed false belief system. 3 i ‘ ' £ = ZS a’ a id s 1 fe - -_ © 88 1 2k O 5.1K il 146K AN st","The image shows a presentation setting with a speaker at a podium on a stage. There's a projection screen showing presentation slides with some text visible but not fully legible. The speaker is wearing a dark suit. In the foreground, there are audience members visible from behind. The setting appears to be an indoor venue with wooden paneling. There's a timer showing 2:08 in the bottom left corner of the image.","presenter, podium, presentation slides, audience, indoor venue",True,,MN,"{('vaccines', 'covid'): 6.426264754702098, ('vaccines', '-'): 4.841302253980942, ('vaccines', '19'): 6.426264754702098, ('vaccines', 'still'): 6.426264754702098, ('vaccines', 'work'): 6.426264754702098}",30.54636127278933,2,2,Mixed,3.053435114503817,0.2732,0.072,0.045,0.883
MN_75,27-Feb-24,@TexasLindsay_,"Yesterday in Washington D.C., Former 60 Minutes Foreign Affairs Correspondent & Journalist @LaraLogan delivered one of the best speeches on the importance of Free Speech of my lifetime.

Please make time to listen to her story & why defending free speech is so vital.",43,"{1 Children's Health Defense - Minnesota reposted @ Lindsay Penney @ @TexasLindsay_- Feb 27, 2024 [Bor Yesterday in Washington D.C., Former 60 Minutes Foreign Affairs Correspondent & Journalist @LaraLogan delivered one of the best speeches on the importance of Free Speech of my lifetime. Please make time to listen to her story & why defending free speech is so vital. Foreign Affairs Correspondent F A I © 318 TQ 61K © 12k th 11M Ns","The image shows a person speaking at what appears to be a formal event or hearing. The speaker is seated at a table with microphones in front of them, wearing a dark outfit. The image has a caption at the bottom identifying the speaker as 'Lara Logan' and 'Former 60 Minutes Foreign Affairs Correspondent'. There's also a timestamp of '7:05' visible in the bottom left corner of the image.","speaker, microphone, formal setting",True,Lara Logan,MN,,0.0,0,0,Neutral,0.0,0.9886,0.266,0.0,0.734
MN_78,27-Feb-24,@P_McCull...,"Post-COVID-19 vaccine syndrome is real; LISTEN study captured symptoms I hear everyday in office. So many regret COVID-19 vaccination, frustrated @US_FDA and @CDCgov are still pushing it. @DrLoupis @MaryanneDemasi @TexasLindsay_ @ChildrensHD @MdBreathe @RenzTom @AaronSiriSG",37,"""The five most common symptoms were exercise intolerance (71%), excessive fatigue (69%), numbness (63%), brain fog (63%), and neuropathy (63%). In the week before survey completion, participants reported feeling unease (93%), fearfulness (82%), and overwhelmed by worries (81%), Show more"" plus a screenshot of a research study abstract about post-vaccination syndrome (PVS) after COVID-19 vaccination.","A screenshot of a tweet from DrRay (@DrNoMask) dated Feb 27, 2024, which includes text about symptoms of post-COVID-19 vaccination syndrome and a screenshot of a research study abstract. The abstract describes a study of 241 individuals who self-reported post-vaccination syndrome, including methodology, results, and conclusions.","tweet, research abstract, medical information",True,A person appears in a small profile picture,MN,"{('vaccination', 'covid'): 5.058893689053568, ('vaccination', '-'): 4.906890595608519, ('vaccination', '19'): 5.058893689053568}",15.02467797371565,0,1,Neutral,1.063829787234043,-0.9449,0.027,0.186,0.788
MN_79,1-Feb-24,@ChildrensHD,"⚠️ Fluoride Expert Squares Off Against EPA on Day 1 of Landmark Trial

""Of the 19 highest quality studies, 18 found lowered IQ, a 95% consistency."" — Michael Connett",27,Fluoride Expert Squares Off Against EPA on Day 1 of Landmark Trial,The image shows a close-up of a child drinking water from a glass. The image has text overlay reading 'Fluoride on Trial: Day 1' with 'Day 1' in large blue text. At the bottom of the image is a caption that reads 'Fluoride Expert Squares Off Against EPA on Day 1 of Landmark Trial'.,"child, glass of water, text overlay",True,,MN,,0.0,0,0,Neutral,0.0,0.0258,0.062,0.036,0.903
